Country,Year-Month,Energy Price Index,Headline Consumer Price Index
Dominica,2020-04,95.81,104.451360426675
Dominica,2020-05,97.51,104.511453260365
Dominica,2020-06,97.25,104.491422315802
Dominica,2020-07,98.03,104.721778178283
Dominica,2020-08,100.47,105.783418240151
Dominica,2020-09,98.53,105.162458958681
Dominica,2020-10,97.54,104.831948373382
Dominica,2020-11,95.77,104.251050981039
Dominica,2020-12,96.36,104.531484204929
Dominica,2021-01,99.0,105.38279934888
Dominica,2021-02,,
Dominica,2021-03,,
Dominica,2021-04,,
Dominica,2021-05,,
Dominica,2021-06,,
Dominica,2021-07,,
Dominica,2021-08,,
Dominica,2021-09,,
Dominica,2021-10,,
Dominica,2021-11,,
Dominica,2021-12,,
Dominica,2022-01,,
Dominica,2022-02,,
Dominica,2022-03,,
Dominica,2022-04,,
Dominica,2022-05,,
Dominica,2022-06,,
Dominica,2022-07,,
Dominica,2022-08,,
Dominica,2022-09,,
Dominica,2022-10,,
Dominica,2022-11,,
Dominica,2022-12,,
Dominica,2023-01,,
Dominica,2023-02,,
Dominica,2023-03,,
Dominica,2023-04,,
Dominica,2023-05,,
Dominica,2023-06,,
Dominica,2023-07,,
Dominican Republic,2020-01,100.19073237285005,135.091433657966
Dominican Republic,2020-02,98.71030783501766,134.92109139627
Dominican Republic,2020-03,95.33205022755746,134.219682083404
Dominican Republic,2020-04,91.51863752737822,133.117467448901
Dominican Republic,2020-05,93.08010125718755,132.967165453286
Dominican Republic,2020-06,98.01183407307951,135.231715520539
Dominican Republic,2020-07,100.11600377843837,137.776829312938
Dominican Republic,2020-08,101.31768112776003,138.848983548318
Dominican Republic,2020-09,101.73592444423592,139.680654590716
Dominican Republic,2020-10,103.08885027437672,140.606449432527
Dominican Republic,2020-11,102.9811945107602,141.446472083481
Dominican Republic,2020-12,104.86987133794891,142.128565030203
Dominican Republic,2021-01,107.54328030251355,143.503642627388
Dominican Republic,2021-02,109.21269286518195,144.483895963995
Dominican Republic,2021-03,110.7316286620511,145.355232263201
Dominican Republic,2021-04,111.14480189113605,145.95699889484
Dominican Republic,2021-05,112.2005573138706,146.90321565726
Dominican Republic,2021-06,112.3370858940691,147.834456327036
Dominican Republic,2021-07,112.58382697554654,148.628189237094
Dominican Republic,2021-08,113.26011272637358,149.815384944763
Dominican Republic,2021-09,113.57087344394802,150.48930911368
Dominican Republic,2021-10,115.31438773404727,151.454586357644
Dominican Republic,2021-11,118.09504307492922,153.091064844591
Dominican Republic,2021-12,118.99699840557962,154.203380089046
Dominican Republic,2022-01,123.88162506394734,156.026379002542
Dominican Republic,2022-02,125.88213226015483,157.464083896232
Dominican Republic,2022-03,126.68933586849015,158.516494770117
Dominican Republic,2022-04,129.35750005115787,160.031803052955
Dominican Republic,2022-05,129.63350005115788,160.818728648176
Dominican Republic,2022-06,129.78841790866613,161.846633188646
Dominican Republic,2022-07,130.07841790866615,162.651257802444
Dominican Republic,2022-08,130.20479469492855,162.991623544321
Dominican Republic,2022-09,130.3761304099451,163.470858508885
Dominican Republic,2022-10,130.50625362368268,163.926948603
Dominican Republic,2022-11,130.60921255243682,164.690729327773
Dominican Republic,2022-12,130.73979469492855,166.27274929602
Dominican Republic,2023-01,130.940458979912,167.32788309584
Dominican Republic,2023-02,131.1320000511579,167.507596207551
Dominican Republic,2023-03,131.26770540738718,167.867022430973
Dominican Republic,2023-04,,
Dominican Republic,2023-05,,
Dominican Republic,2023-06,,
Dominican Republic,2023-07,,
Ecuador,2020-01,113.631440620807,124.104348381887
Ecuador,2020-02,113.63091405266,123.912705576899
Ecuador,2020-03,113.644105635953,124.157360160541
Ecuador,2020-04,113.67303334737,125.402193231039
Ecuador,2020-05,113.6844525456915,125.076167475017
Ecuador,2020-06,113.71645795873499,124.300927009548
Ecuador,2020-07,113.81007353799299,123.539398067536
Ecuador,2020-08,113.813700328636,123.139316026295
Ecuador,2020-09,113.79881934992599,122.946534167359
Ecuador,2020-10,113.825127437374,122.713822833543
Ecuador,2020-11,113.6638784654755,122.703104511515
Ecuador,2020-12,113.6246986420895,122.667996287943
Ecuador,2021-01,113.574512259531,122.810481348993
Ecuador,2021-02,113.698775745783,122.914064242614
Ecuador,2021-03,113.756879905472,123.12965101372
Ecuador,2021-04,113.9073609908235,123.559609793088
Ecuador,2021-05,113.9073911698575,123.66258527318
Ecuador,2021-06,113.8651861349845,123.445416815751
Ecuador,2021-07,113.881037839714,124.094997167029
Ecuador,2021-08,113.89099385929299,124.238314389397
Ecuador,2021-09,113.89393421118001,124.257801507812
Ecuador,2021-10,113.8547253551365,124.516509971744
Ecuador,2021-11,113.74275674644551,124.964189714472
Ecuador,2021-12,113.9084284900245,125.048587681936
Ecuador,2022-01,114.2374908047195,125.950597860997
Ecuador,2022-02,114.5056696671495,126.243427646022
Ecuador,2022-03,114.657288594538,126.38537066929
Ecuador,2022-04,114.7582025671,127.135654707213
Ecuador,2022-05,114.925071600588,127.844322839341
Ecuador,2022-06,115.027273681894,128.673041115751
Ecuador,2022-07,115.0504701784285,128.879222107306
Ecuador,2022-08,115.064939246736,128.916079779624
Ecuador,2022-09,115.2241493437115,129.376196279044
Ecuador,2022-10,115.2818583585515,129.527237697491
Ecuador,2022-11,115.338971317312,129.518143917521
Ecuador,2022-12,115.330643074692,129.72245642213
Ecuador,2023-01,115.5285874694615,129.878884830735
Ecuador,2023-02,115.3809365776585,129.902623179233
Ecuador,2023-03,111.866,
Ecuador,2023-04,,
Ecuador,2023-05,,
Ecuador,2023-06,,
Ecuador,2023-07,,
"Egypt, Arab Rep.",2020-01,111.92374709135046,296.380679502557
"Egypt, Arab Rep.",2020-02,111.95198703123845,296.342072234595
"Egypt, Arab Rep.",2020-03,112.08229097241146,298.148085062832
"Egypt, Arab Rep.",2020-04,111.86992375437144,301.879873489243
"Egypt, Arab Rep.",2020-05,112.09433043629645,301.836639141749
"Egypt, Arab Rep.",2020-06,112.42736956837095,302.101079955283
"Egypt, Arab Rep.",2020-07,118.67248324691138,303.248360927535
"Egypt, Arab Rep.",2020-08,118.73616641235739,302.783015100174
"Egypt, Arab Rep.",2020-09,120.23234431982942,303.659536366009
"Egypt, Arab Rep.",2020-10,120.39232220087143,309.127700092798
"Egypt, Arab Rep.",2020-11,120.25196940172343,311.666615268269
"Egypt, Arab Rep.",2020-12,120.38897379545244,310.399269039451
"Egypt, Arab Rep.",2021-01,120.42868745137105,309.078387417895
"Egypt, Arab Rep.",2021-02,120.68329541776006,309.544936633964
"Egypt, Arab Rep.",2021-03,120.56083183232357,311.461481532885
"Egypt, Arab Rep.",2021-04,121.37528246274766,314.267440825974
"Egypt, Arab Rep.",2021-05,122.02262158179138,316.512208260446
"Egypt, Arab Rep.",2021-06,121.99847715736041,317.073400119063
"Egypt, Arab Rep.",2021-07,127.77128704765022,319.879359412153
"Egypt, Arab Rep.",2021-08,128.06862616669395,319.879359412153
"Egypt, Arab Rep.",2021-09,128.22375962010807,323.527106493168
"Egypt, Arab Rep.",2021-10,128.60817095136727,328.577833220729
"Egypt, Arab Rep.",2021-11,128.96159325364337,328.858429150037
"Egypt, Arab Rep.",2021-12,130.11596528573767,328.577833220729
"Egypt, Arab Rep.",2022-01,130.54010971016865,331.383792513818
"Egypt, Arab Rep.",2022-02,130.9633044047814,336.715115170687
"Egypt, Arab Rep.",2022-03,131.04087113148844,344.291205262027
"Egypt, Arab Rep.",2022-04,132.9477157360406,355.515042434383
"Egypt, Arab Rep.",2022-05,134.37870476502374,359.162789515399
"Egypt, Arab Rep.",2022-06,134.55284918945472,358.601597656781
"Egypt, Arab Rep.",2022-07,136.44467823808745,363.371728455033
"Egypt, Arab Rep.",2022-08,136.78688390371707,366.458283677431
"Egypt, Arab Rep.",2022-09,137.4859341738988,372.350798192918
"Egypt, Arab Rep.",2022-10,137.83935647617488,381.891059789421
"Egypt, Arab Rep.",2022-11,138.2574177173735,390.589533597997
"Egypt, Arab Rep.",2022-12,138.74962338300313,398.726815547955
"Egypt, Arab Rep.",2023-01,156.81293597511055,
"Egypt, Arab Rep.",2023-02,157.58175863762895,
"Egypt, Arab Rep.",2023-03,,
"Egypt, Arab Rep.",2023-04,,
"Egypt, Arab Rep.",2023-05,,
"Egypt, Arab Rep.",2023-06,,
"Egypt, Arab Rep.",2023-07,,
El Salvador,2020-01,132.511524355376,110.938698850245
El Salvador,2020-02,131.614038352251,110.79103587158
El Salvador,2020-03,131.682682082318,110.880395112925
El Salvador,2020-04,131.021118182898,110.47888479531
El Salvador,2020-05,131.029789325929,110.73165458447
El Salvador,2020-06,131.833557645608,111.376489269155
El Salvador,2020-07,129.067896670268,111.277400227404
El Salvador,2020-08,128.61465091229,110.611442322477
El Salvador,2020-09,129.001826306443,110.35129307415
El Salvador,2020-10,131.34483956921,110.59679845102
El Salvador,2020-11,131.412805530885,110.764764331022
El Salvador,2020-12,131.970921644908,110.981606795276
El Salvador,2021-01,132.006979533232,111.277760103141
El Salvador,2021-02,134.252693996764,111.963724346081
El Salvador,2021-03,135.026950941901,112.842332105862
El Salvador,2021-04,137.662917244023,113.566342329312
El Salvador,2021-05,136.7433769915,113.599686212245
El Salvador,2021-06,136.963009993405,114.258302122235
El Salvador,2021-07,140.042741075184,115.097106140433
El Salvador,2021-08,141.576025042945,115.36417906831
El Salvador,2021-09,141.926076214295,115.835529552217
El Salvador,2021-10,142.150766032356,116.673666653873
El Salvador,2021-11,142.399465484,117.63642069119
El Salvador,2021-12,141.17176398435,117.767917045512
El Salvador,2022-01,140.818819564781,118.492418045975
El Salvador,2022-02,140.780879121171,119.428961311993
El Salvador,2022-03,141.138884312025,120.396975459393
El Salvador,2022-04,141.065460046229,121.000295090635
El Salvador,2022-05,141.474715053234,122.099974114329
El Salvador,2022-06,141.77036416749,123.125341645394
El Salvador,2022-07,141.821386635684,123.638235336661
El Salvador,2022-08,142.364800562911,124.19989323059
El Salvador,2022-09,142.817397314517,124.509899545933
El Salvador,2022-10,143.196180969263,125.390539665544
El Salvador,2022-11,143.635376688567,126.252977754723
El Salvador,2022-12,144.441310992938,126.391988675391
El Salvador,2023-01,143.805461320167,126.827985408493
El Salvador,2023-02,,
El Salvador,2023-03,,
El Salvador,2023-04,,
El Salvador,2023-05,,
El Salvador,2023-06,,
El Salvador,2023-07,,
Equatorial Guinea,2020-01,154.8,130.149700598802
Equatorial Guinea,2020-02,154.49,130.329341317365
Equatorial Guinea,2020-03,154.81,130.59880239521
Equatorial Guinea,2020-04,154.28,130.347305389222
Equatorial Guinea,2020-05,153.52,131.380239520958
Equatorial Guinea,2020-06,153.54,131.676646706587
Equatorial Guinea,2020-07,153.49,130.841317365269
Equatorial Guinea,2020-08,153.7,130.428143712575
Equatorial Guinea,2020-09,153.49,130.104790419162
Equatorial Guinea,2020-10,152.36,129.368263473054
Equatorial Guinea,2020-11,152.18,129.368263473054
Equatorial Guinea,2020-12,151.57,128.694610778443
Equatorial Guinea,2021-01,150.33,129.24251497006
Equatorial Guinea,2021-02,150.52,128.721556886228
Equatorial Guinea,2021-03,150.76,128.568862275449
Equatorial Guinea,2021-04,150.62,128.784431137725
Equatorial Guinea,2021-05,150.81,129.601796407186
Equatorial Guinea,2021-06,150.78,129.035928143713
Equatorial Guinea,2021-07,,130.239520958084
Equatorial Guinea,2021-08,,130.419161676647
Equatorial Guinea,2021-09,,130.958083832335
Equatorial Guinea,2021-10,,131.766467065868
Equatorial Guinea,2021-11,,132.035928143713
Equatorial Guinea,2021-12,,132.395209580838
Equatorial Guinea,2022-01,,133.023952095808
Equatorial Guinea,2022-02,,133.11377245509
Equatorial Guinea,2022-03,,133.652694610778
Equatorial Guinea,2022-04,,133.293413173653
Equatorial Guinea,2022-05,,136.25748502994
Equatorial Guinea,2022-06,,136.88622754491
Equatorial Guinea,2022-07,,137.51497005988
Equatorial Guinea,2022-08,,138.323353293413
Equatorial Guinea,2022-09,,138.502994011976
Equatorial Guinea,2022-10,,138.413173652695
Equatorial Guinea,2022-11,157.6,138.502994011976
Equatorial Guinea,2022-12,158.1,139.041916167665
Equatorial Guinea,2023-01,158.4,138.952095808383
Equatorial Guinea,2023-02,156.9,138.77245508982
Equatorial Guinea,2023-03,,
Equatorial Guinea,2023-04,,
Equatorial Guinea,2023-05,,
Equatorial Guinea,2023-06,,
Equatorial Guinea,2023-07,,
Estonia,2020-01,112.745,109.4
Estonia,2020-02,110.982,109.9
Estonia,2020-03,107.31,109.2
Estonia,2020-04,103.756,108.7
Estonia,2020-05,98.3799,108.0
Estonia,2020-06,102.375,109.0
Estonia,2020-07,101.435,109.0
Estonia,2020-08,104.843,109.7
Estonia,2020-09,103.139,109.4
Estonia,2020-10,103.08,108.8
Estonia,2020-11,104.138,109.0
Estonia,2020-12,105.812,109.0
Estonia,2021-01,109.895,109.7
Estonia,2021-02,113.009,110.6
Estonia,2021-03,111.629,110.4
Estonia,2021-04,111.893,110.8
Estonia,2021-05,112.363,111.9
Estonia,2021-06,118.385,113.2
Estonia,2021-07,122.997,114.4
Estonia,2021-08,123.379,115.2
Estonia,2021-09,132.632,116.6
Estonia,2021-10,130.282,116.4
Estonia,2021-11,138.889,118.6
Estonia,2021-12,164.593,122.2
Estonia,2022-01,153.695,122.1
Estonia,2022-02,153.783,123.9
Estonia,2022-03,171.732,127.2
Estonia,2022-04,193.587,131.7
Estonia,2022-05,206.366,134.2
Estonia,2022-06,222.288,137.9
Estonia,2022-07,230.083,140.5
Estonia,2022-08,244.437,143.8
Estonia,2022-09,235.712,144.2
Estonia,2022-10,208.51,142.6
Estonia,2022-11,212.153,143.9
Estonia,2022-12,204.045,143.712
Estonia,2023-01,205.014,144.788
Estonia,2023-02,200.344,145.609
Estonia,2023-03,198.346,146.583
Estonia,2023-04,,
Estonia,2023-05,,
Estonia,2023-06,,
Estonia,2023-07,,
Eswatini,2020-01,95.6950253036033,169.356914494398
Eswatini,2020-02,95.6626244809269,170.540816199779
Eswatini,2020-03,95.9224152588777,171.137368505936
Eswatini,2020-04,100.0,173.007500992366
Eswatini,2020-05,99.9957280884369,173.159978383896
Eswatini,2020-06,100.0,173.038544512702
Eswatini,2020-07,100.693544997462,173.274448524193
Eswatini,2020-08,100.756063105837,173.791728446295
Eswatini,2020-09,100.756063105837,174.416535118098
Eswatini,2020-10,,
Eswatini,2020-11,,
Eswatini,2020-12,,
Eswatini,2021-01,,
Eswatini,2021-02,,
Eswatini,2021-03,,
Eswatini,2021-04,,
Eswatini,2021-05,,
Eswatini,2021-06,,
Eswatini,2021-07,,
Eswatini,2021-08,,
Eswatini,2021-09,,
Eswatini,2021-10,,
Eswatini,2021-11,,
Eswatini,2021-12,,
Eswatini,2022-01,,
Eswatini,2022-02,,
Eswatini,2022-03,,
Eswatini,2022-04,,
Eswatini,2022-05,,
Eswatini,2022-06,,
Eswatini,2022-07,,
Eswatini,2022-08,,
Eswatini,2022-09,,
Eswatini,2022-10,,
Eswatini,2022-11,,
Eswatini,2022-12,,
Eswatini,2023-01,,
Eswatini,2023-02,,
Eswatini,2023-03,,
Eswatini,2023-04,,
Eswatini,2023-05,,
Eswatini,2023-06,,
Eswatini,2023-07,,
Ethiopia,2020-01,162.578181264315,347.746858289579
Ethiopia,2020-02,169.561909868045,357.628246972503
Ethiopia,2020-03,169.456740410133,368.228755820186
Ethiopia,2020-04,168.7,375.755407416139
Ethiopia,2020-05,168.3,382.257141792671
Ethiopia,2020-06,168.6,393.242830911639
Ethiopia,2020-07,170.6,401.313949448024
Ethiopia,2020-08,171.2,403.107531344999
Ethiopia,2020-09,174.7,405.349508716217
Ethiopia,2020-10,171.6,406.918892876069
Ethiopia,2020-11,176.0,408.488277035922
Ethiopia,2020-12,176.7,408.039881561678
Ethiopia,2021-01,181.2,414.765813675332
Ethiopia,2021-02,188.4,431.356446222346
Ethiopia,2021-03,195.9,444.808310449654
Ethiopia,2021-04,184.0,448.395474243603
Ethiopia,2021-05,184.3,458.260174676962
Ethiopia,2021-06,199.2,490.096253348258
Ethiopia,2021-07,195.2,507.359479106636
Ethiopia,2021-08,201.1,525.743693550624
Ethiopia,2021-09,209.7,546.594083102951
Ethiopia,2021-10,207.7,546.594083102951
Ethiopia,2021-11,208.5,543.231117046125
Ethiopia,2021-12,218.2,551.078037845387
Ethiopia,2022-01,222.9,557.57977222192
Ethiopia,2022-02,222.0,576.188184403029
Ethiopia,2022-03,224.8,599.280551326575
Ethiopia,2022-04,228.5,612.284020079639
Ethiopia,2022-05,222.1,628.650454889531
Ethiopia,2022-06,232.7,656.899369766878
Ethiopia,2022-07,239.3,677.07716610784
Ethiopia,2022-08,235.2,696.806566974558
Ethiopia,2022-09,244.3,714.293990470059
Ethiopia,2022-10,249.7,720.123131635225
Ethiopia,2022-11,265.7,734.023391336777
Ethiopia,2022-12,,
Ethiopia,2023-01,,
Ethiopia,2023-02,,
Ethiopia,2023-03,,
Ethiopia,2023-04,,
Ethiopia,2023-05,,
Ethiopia,2023-06,,
Ethiopia,2023-07,,
Fiji,2020-01,93.8,130.604437643458
Fiji,2020-02,94.4,130.030604437643
Fiji,2020-03,94.4,129.571537872992
Fiji,2020-04,94.3,131.293037490436
Fiji,2020-05,93.2,131.293037490436
Fiji,2020-06,92.4,128.768171384851
Fiji,2020-07,92.4,129.227237949503
Fiji,2020-08,92.2,128.079571537873
Fiji,2020-09,92.6,127.390971690895
Fiji,2020-10,92.8,126.931905126243
Fiji,2020-11,92.5,126.472838561591
Fiji,2020-12,92.8,126.702371843917
Fiji,2021-01,93.4,128.882938026014
Fiji,2021-02,93.3,131.522570772762
Fiji,2021-03,94.8,128.079571537873
Fiji,2021-04,95.7,128.079571537873
Fiji,2021-05,95.9,129.227237949503
Fiji,2021-06,95.5,128.768171384851
Fiji,2021-07,95.2,128.653404743688
Fiji,2021-08,96.1,129.11247130834
Fiji,2021-09,96.8,129.342004590666
Fiji,2021-10,97.3,128.309104820199
Fiji,2021-11,97.9,128.309104820199
Fiji,2021-12,99.5,130.489671002295
Fiji,2022-01,99.0,132.325937260903
Fiji,2022-02,98.3,134.047436878347
Fiji,2022-03,99.4,134.047436878347
Fiji,2022-04,99.6,134.047436878347
Fiji,2022-05,101.5,135.654169854629
Fiji,2022-06,101.1,135.30986993114
Fiji,2022-07,100.9,135.30986993114
Fiji,2022-08,102.3,136.687069625096
Fiji,2022-09,100.4,135.998469778118
Fiji,2022-10,100.1,135.195103289977
Fiji,2022-11,99.6,134.965570007651
Fiji,2022-12,99.8,135.195103289977
Fiji,2023-01,99.6,135.654169854629
Fiji,2023-02,98.6,136.113236419281
Fiji,2023-03,100.0,136.687069625096
Fiji,2023-04,,
Fiji,2023-05,,
Fiji,2023-06,,
Fiji,2023-07,,
Finland,2020-01,111.16,103.3
Finland,2020-02,109.09,103.7
Finland,2020-03,105.22,103.5
Finland,2020-04,101.33,103.1
Finland,2020-05,98.75,103.1
Finland,2020-06,101.52,103.3
Finland,2020-07,103.32,103.7
Finland,2020-08,104.57,103.7
Finland,2020-09,104.19,103.7
Finland,2020-10,104.34,103.8
Finland,2020-11,102.39,103.7
Finland,2020-12,104.18,103.9
Finland,2021-01,107.04,104.2
Finland,2021-02,109.42,104.6
Finland,2021-03,111.41,104.9
Finland,2021-04,111.7,105.3
Finland,2021-05,112.29,105.4
Finland,2021-06,111.66,105.4
Finland,2021-07,113.36,105.7
Finland,2021-08,114.67,106.0
Finland,2021-09,114.54,106.3
Finland,2021-10,120.43,107.1
Finland,2021-11,123.04,107.6
Finland,2021-12,120.76,107.5
Finland,2022-01,132.57,108.8
Finland,2022-02,135.47,109.4
Finland,2022-03,148.91,111.0
Finland,2022-04,144.58,111.3
Finland,2022-05,148.39,112.8
Finland,2022-06,156.75,113.6
Finland,2022-07,152.53,113.9
Finland,2022-08,148.69,114.0
Finland,2022-09,150.73,114.9
Finland,2022-10,153.2,116.0
Finland,2022-11,164.52,117.4
Finland,2022-12,154.7,117.32
Finland,2023-01,160.58,117.99
Finland,2023-02,158.27,118.98
Finland,2023-03,154.2,119.75
Finland,2023-04,,
Finland,2023-05,,
Finland,2023-06,,
Finland,2023-07,,
France,2020-01,116.949,104.5
France,2020-02,114.761,104.5
France,2020-03,110.384,104.6
France,2020-04,105.929,104.6
France,2020-05,103.765,104.7
France,2020-06,105.429,104.8
France,2020-07,106.424,105.2
France,2020-08,106.767,105.1
France,2020-09,106.077,104.5
France,2020-10,106.332,104.5
France,2020-11,106.779,104.7
France,2020-12,108.489,105.0
France,2021-01,110.3,105.1
France,2021-02,112.973,105.1
France,2021-03,115.425,105.8
France,2021-04,114.909,105.9
France,2021-05,115.51,106.2
France,2021-06,116.817,106.3
France,2021-07,119.332,106.4
France,2021-08,120.142,107.0
France,2021-09,121.762,106.8
France,2021-10,127.562,107.3
France,2021-11,129.854,107.6
France,2021-12,129.216,107.8
France,2022-01,132.717,108.1
France,2022-02,137.553,108.9
France,2022-03,149.454,110.5
France,2022-04,145.722,111.0
France,2022-05,148.51,111.7
France,2022-06,155.914,112.5
France,2022-07,153.54,112.9
France,2022-08,147.906,113.4
France,2022-09,144.403,112.7
France,2022-10,152.858,113.9
France,2022-11,154.327,114.3
France,2022-12,148.877,114.16
France,2023-01,154.328,114.6
France,2023-02,156.746,115.78
France,2023-03,157.297,116.79
France,2023-04,,
France,2023-05,,
France,2023-06,,
France,2023-07,,
Gabon,2020-01,101.45392569638646,122.985349031195
Gabon,2020-02,101.77048102490696,123.116640206491
Gabon,2020-03,101.3497194194295,122.885922402788
Gabon,2020-04,97.98932046460621,123.493307036942
Gabon,2020-05,98.1831187979695,124.178178150678
Gabon,2020-06,97.28164783289753,124.54354661437
Gabon,2020-07,97.39704185352261,125.059181148495
Gabon,2020-08,98.77138027645063,124.967118285996
Gabon,2020-09,98.92330385885555,125.157116696151
Gabon,2020-10,98.97408161829055,125.005904092856
Gabon,2020-11,99.05131651332556,125.028445461012
Gabon,2020-12,99.17513658623055,125.020761024343
Gabon,2021-01,98.74963492063492,124.87908589384
Gabon,2021-02,98.71790476190476,125.068960527362
Gabon,2021-03,98.57813492063492,125.020274723895
Gabon,2021-04,98.53176984126983,125.090869138923
Gabon,2021-05,98.58053968253968,125.331863866086
Gabon,2021-06,98.42044444444444,125.314823834873
Gabon,2021-07,98.35257936507936,125.962345020989
Gabon,2021-08,98.32907936507937,125.589898624463
Gabon,2021-09,98.44076984126984,125.877144864921
Gabon,2021-10,98.56863492063492,125.925830668388
Gabon,2021-11,98.99136507936508,126.569700419245
Gabon,2021-12,99.22319047619047,127.021261246405
Gabon,2022-01,99.35255555555555,127.250084522701
Gabon,2022-02,99.14980952380952,128.063137440607
Gabon,2022-03,99.45626984126984,128.652235662562
Gabon,2022-04,100.11238095238096,128.822635974698
Gabon,2022-05,100.49928571428572,129.443379968907
Gabon,2022-06,100.76619047619047,130.697039408192
Gabon,2022-07,101.1392857142857,131.950698847477
Gabon,2022-08,100.87936507936507,132.717500252089
Gabon,2022-09,100.98936507936509,133.155672483295
Gabon,2022-10,103.75960317460317,133.175852992499
Gabon,2022-11,101.43,133.606016165368
Gabon,2022-12,101.49746031746031,133.910302437039
Gabon,2023-01,97.42126984126985,
Gabon,2023-02,,
Gabon,2023-03,,
Gabon,2023-04,,
Gabon,2023-05,,
Gabon,2023-06,,
Gabon,2023-07,,
"Gambia, The",2020-01,100.0,178.630683348175
"Gambia, The",2020-02,100.244166605958,180.443843039445
"Gambia, The",2020-03,100.236067520054,180.859783728319
"Gambia, The",2020-04,90.0711676138434,179.827355523823
"Gambia, The",2020-05,99.7107166050361,181.163245979507
"Gambia, The",2020-06,99.9849557891977,181.514072720268
"Gambia, The",2020-07,100.381368785267,181.848717246331
"Gambia, The",2020-08,100.149426944605,184.211083113311
"Gambia, The",2020-09,100.53354081579,184.769287289174
"Gambia, The",2020-10,101.088106932613,186.297348845787
"Gambia, The",2020-11,101.210721814461,187.569006379909
"Gambia, The",2020-12,101.259473864953,188.572233829569
"Gambia, The",2021-01,103.692742790229,192.159859216331
"Gambia, The",2021-02,103.610314628806,191.948716298901
"Gambia, The",2021-03,104.210803391188,194.183565836967
"Gambia, The",2021-04,104.497292283732,192.877770735491
"Gambia, The",2021-05,104.210803391188,195.054812175953
"Gambia, The",2021-06,104.317471106936,196.130537828737
"Gambia, The",2021-07,104.439475142306,196.702150964429
"Gambia, The",2021-08,104.572023024901,197.003773692511
"Gambia, The",2021-09,105.681160309946,197.718030102749
"Gambia, The",2021-10,105.53909460488,199.976343650698
"Gambia, The",2021-11,105.343523330079,200.865389558536
"Gambia, The",2021-12,108.584832117991,202.916923930923
"Gambia, The",2022-01,,207.171464532513
"Gambia, The",2022-02,,207.971613117317
"Gambia, The",2022-03,,210.113170772289
"Gambia, The",2022-04,,215.420901251034
"Gambia, The",2022-05,,217.645941849837
"Gambia, The",2022-06,,219.078690129382
"Gambia, The",2022-07,,220.957775394589
"Gambia, The",2022-08,,222.475481422207
"Gambia, The",2022-09,,223.947659380252
"Gambia, The",2022-10,,226.44294386652
"Gambia, The",2022-11,112.595549506198,226.942718229381
"Gambia, The",2022-12,113.03602005914,230.795674707059
"Gambia, The",2023-01,113.530824735161,234.401555559958
"Gambia, The",2023-02,113.891052714077,236.332012160643
"Gambia, The",2023-03,122.440840930348,241.262469839962
"Gambia, The",2023-04,,
"Gambia, The",2023-05,,
"Gambia, The",2023-06,,
"Gambia, The",2023-07,,
Georgia,2020-01,127.2932,138.9685
Georgia,2020-02,127.8212,139.43
Georgia,2020-03,127.4409,140.339
Georgia,2020-04,127.3548,141.6638
Georgia,2020-05,128.1999,141.9516
Georgia,2020-06,126.9683,140.0229
Georgia,2020-07,126.37,139.3583
Georgia,2020-08,126.7437,139.3248
Georgia,2020-09,126.6631,140.2941
Georgia,2020-10,126.8383,141.4229
Georgia,2020-11,127.3406,142.6767
Georgia,2020-12,99.3524,141.3107
Georgia,2021-01,101.2134,142.903
Georgia,2021-02,100.7859,144.4187
Georgia,2021-03,137.1799,150.4663
Georgia,2021-04,136.442,151.871
Georgia,2021-05,136.6297,152.8648
Georgia,2021-06,140.278,153.8774
Georgia,2021-07,140.3425,155.9535
Georgia,2021-08,141.5007,157.1157
Georgia,2021-09,141.6616,157.4984
Georgia,2021-10,141.8919,159.5886
Georgia,2021-11,142.0139,160.5684
Georgia,2021-12,142.5315,161.0087
Georgia,2022-01,146.599,162.828
Georgia,2022-02,146.9646,164.2517
Georgia,2022-03,148.6973,168.2852
Georgia,2022-04,149.3146,171.3781
Georgia,2022-05,158.5664,173.1846
Georgia,2022-06,158.5596,173.5588
Georgia,2022-07,158.9783,173.9642
Georgia,2022-08,158.9799,174.2068
Georgia,2022-09,158.914,175.6575
Georgia,2022-10,161.049,176.5142
Georgia,2022-11,163.8204,177.336
Georgia,2022-12,165.12,176.8635
Georgia,2023-01,165.8061,178.2038
Georgia,2023-02,165.2022,177.6371
Georgia,2023-03,165.2017,177.2421
Georgia,2023-04,,
Georgia,2023-05,,
Georgia,2023-06,,
Georgia,2023-07,,
Germany,2020-01,104.407,105.217
Germany,2020-02,103.53,105.534
Germany,2020-03,101.301,105.745
Germany,2020-04,97.7858,105.85
Germany,2020-05,96.6885,105.85
Germany,2020-06,98.3439,105.955
Germany,2020-07,97.8945,105.112
Germany,2020-08,97.502,105.112
Germany,2020-09,96.8915,105.112
Germany,2020-10,97.066,105.323
Germany,2020-11,95.8149,105.112
Germany,2020-12,97.0499,105.217
Germany,2021-01,102.54,106.483
Germany,2021-02,104.065,107.115
Germany,2021-03,106.492,107.642
Germany,2021-04,106.54,107.959
Germany,2021-05,107.106,108.17
Germany,2021-06,108.058,108.486
Germany,2021-07,109.501,109.013
Germany,2021-08,110.149,109.118
Germany,2021-09,110.701,109.435
Germany,2021-10,114.723,109.962
Germany,2021-11,117.055,110.173
